input,code,reference_category
CONTRACT OPERATOR (OILFIELD),9232,Operator
OPERATOR POWER ENGINEER,9232,Operator
CONSOLE OPERATOR,9232,Operator
"OPERATOR, SUPERVISOR",9232,Operator
GAS WELL OPERATOR,9232,Operator
OILFIELD OPERATOR (WELL TESTER),9232,Operator
OPERATOR,9232,Operator
HEAVY EQUIPMENT OPERATOR,9232,Operator
PROCESS TECHNICIAN,9232,Operator
GAS FIELD OPERATOR,9232,Operator
NATURAL GAS FIELD OPERATOR,9232,Operator
FIELD OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
OIL AND GAS FIELD OPERATOR,9232,Operator
PRODUCTION OPERATOR,9232,Operator
GAS PLANT PRODUCTION OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
BOARD OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR SUPERVISOR,9232,Operator
well operator,9232,Operator
OPERATIONS TECHNICIAN,9232,Operator
PROCESS TECHNICIAN,9232,Operator
CHEMICAL PLANT PRODUCTION TECHNICIAN,9232,Operator
GAS FIELD PRODUCTION OPERATOR,9232,Operator
operator,9232,Operator
OILFIELD OPERATOR,9232,Operator
FOREMAN,9232,Operator
ASSISTANT SHIFT LEADER BOARD OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
GAS FIELD OPERATOR,9232,Operator
PLANT MANAGER OIL AND GAS,9232,Operator
CONTROL CENTER OPERATOR,9232,Operator
BULKPLANT OPERATOR,9232,Operator
PRODUCTION OPERATOR,9232,Operator
"PROCESS OPERATOR, PRODUCTION OPERATOR",9232,Operator
FINISHING OPERATIONS CO-ORDINATOR,9232,Operator
OPERATOR 1,9232,Operator
OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
OIL BATTERY AND FIELD OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
OIL FIELD OPERATOR,9232,Operator
BATTERY OPERATOR,9232,Operator
OILFIELD OPERATOR,9232,Operator
OIL AND GAS FIELD OPERATOR,9232,Operator
OILFIELD OPERATOR,9232,Operator
PRODUCTION OPERATOR,9232,Operator
OILFIELD OPERATOR,9232,Operator
OILFIELD OPERATOR,9232,Operator
FIELD OPERATOR,9232,Operator
OILFIELD WORKER,9232,Operator
OPERATOR #1,9232,Operator
OIL FIELD OPERATOR,9232,Operator
SPECIAL EQUIPMENT OPERATOR,9232,Operator
LABORATORY OPERATOR,9232,Operator
OIL PLANT OPERATOR,9232,Operator
PROCESS OPERATOR - BITUMEN PRODUCTION,9232,Operator
GAS PLANT OPERATOR,9232,Operator
PIPELINE OPERATOR,9232,Operator
OPERATOR,9232,Operator
BATTERY OPERATOR,9232,Operator
OIL FIELD WELL OPERATOR,9232,Operator
OPERATOR #2,9232,Operator
SUPERVISOR NATURAL GAS PLANT,9232,Operator
OPERATION SUPERVISOR,9232,Operator
BATTERY OPERATOR,9232,Operator
BLENDER OPERATOR,9232,Operator
SERVICE OPERATOR,9232,Operator
SENIOR OPERATOR (PLANT),9232,Operator
FOREMAN,9232,Operator
OIL FIELD OPERATOR,9232,Operator
NATURAL GAS OPERATOR,9232,Operator
NATURAL GAS OPERATOR,9232,Operator
LEAD OPERATOR,9232,Operator
LEAD GAS PLANT OPERATOR (SOUR),9232,Operator
PUMPER OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PLANT OPERATOR,9232,Operator
POWER ENGINEER,9232,Operator
CONTRACT GAS FIELD OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
PLANT PROCESS OPERATOR,9232,Operator
OPERATOR,9232,Operator
PETROLEUM TECHNOLOGIST,9232,Operator
PLANT OPERATOR,9232,Operator
PLANT OPERATOR,9232,Operator
TEAM LEADER GAS PLANT OPERATIONS,9232,Operator
DRILLING AND COMPLETIONS CONSULTANT,9232,Operator
PLANT OPERATOR,9232,Operator
FIELD OPERATOR,9232,Operator
Oilfield Operator,9232,Operator
FIELD SUPERVISOR,9232,Operator
OPERATOR,9232,Operator
BULK PLANT OPERATOR,9232,Operator
PLANT OPERATOR,9232,Operator
GAS PLANT CONTROL ROOM OPERATOR,9232,Operator
CONTROL ROOM OPERATOR,9232,Operator
PROCESS TECHNICIAN,9232,Operator
OIL BATTERY OPERATOR,9232,Operator
OIL AND GAS FOREMAN,9232,Operator
manager  contract operator,9232,Operator
FLUID TRANSFERS,9232,Operator
SENIOR FIELD SUPERVISOR,9232,Operator
operator,9232,Operator
OPERATOR,9232,Operator
OPERATIONS TECHNICIAN,9232,Operator
FIELD OPERATOR,9232,Operator
CLASS D OPERATOR,9232,Operator
FIELD SUPERVISOR,9232,Operator
NATURAL GAS PIPELINE CONTROLLER,9232,Operator
OPERATOR,9232,Operator
OILFIELD OPERATOR,9232,Operator
GAS FIELD OPERATOR,9232,Operator
NATURAL GAS FIELD OPERATOR,9232,Operator
LABOURER,9232,Operator
OIL FIELD LABOURER,9232,Operator
WELLSITE SUPERVISOR,9232,Operator
OILFIELD COMPLETIONS FOREMAN (WELLSITE SUPERVISOR),9232,Operator
FOREMAN WELLSITE SUPERVISOR,9232,Operator
WELLSITE SUPERVISOR,9232,Operator
PLANT OPERATOR,9232,Operator
SENIOR PLANT OPERATOR,9232,Operator
SENIOR OPERATOR (GAS PROCESSING PLANT),9232,Operator
GAS FIELD OPERATOR,9232,Operator
FIELD GAUGER,9232,Operator
"SENIOR TECHNICAL ADVISOR,  WELL TESTING",9232,Operator
SUPERVISOR  WELL TESTING,9232,Operator
plant level F journeyman,9232,Operator
LEAD OPERATOR,9232,Operator
OPERATIONS TECHNICIAN,9232,Operator
CHIEF OPERATOR,9232,Operator
PLANT OPERATOR,9232,Operator
PANEL OPERATOR AT CHEMICAL PLANT,9232,Operator
OPERATOR,9232,Operator
PLANT SHIFT ENGINEER,9232,Operator
BATTERY OPERATOR OILFIELD,9232,Operator
PROCESS OPERATOR,9232,Operator
LEAD PROCESS TECHNICIAN,9232,Operator
OPERATOR 1,9232,Operator
OILFIELD EQUIPMENT OPERATOR,9232,Operator
GAS PROCESS OPERATOR,9232,Operator
SOLVENT EXTRACTION OPERATOR,9232,Operator
CHEMICAL PLANT OPERATOR,9232,Operator
CHEMICAL PLANT PRODUCTION SUPERVISOR,9232,Operator
SENIOR OPERATOR,9232,Operator
WELLSITE SUPERVISOR,9232,Operator
WELLSITE SUPERVISOR,9232,Operator
FIELD OPERATOR,9232,Operator
"PETROLEUM,  NATURAL GAS OPERATOR",9232,Operator
INSTRUMENT TECHNICIAN,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
OPERATOR TECHNICIAN,9232,Operator
OPERATOR,9232,Operator
OPERATOR 1,9232,Operator
"PROCESS OPERATOR , OIL REFINERY",9232,Operator
"OIL FIELD, WELL TESTING SUPERVISOR",9232,Operator
PRODUCTION OPERATOR,9232,Operator
PRODUCTION OPERATOR,9232,Operator
LEAD OPERATOR,9232,Operator
PLANT OPERATOR,9232,Operator
OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
GAS FIELD OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
OIL FIELD OPERATOR,9232,Operator
OIL BATTERY OPERATOR,9232,Operator
GAS OPERATOR,9232,Operator
FIELD DISTRIBUTION OPERATOR,9232,Operator
LEVEL E OPERATOR,9232,Operator
OPERATOR,9232,Operator
GAS PLANT OPERATIONS PLANNER,9232,Operator
ASSISTANT GAS PLANT OPERATOR (SOUR GAS),9232,Operator
ASSISTANT OPERATOR,9232,Operator
OPERATOR,9232,Operator
FIELD OPERATOR OIL AND GAS,9232,Operator
CONTROL ROOM MANAGER,9232,Operator
PROCESS OPERATOR,9232,Operator
heavy equipment operator,9232,Operator
OPERATOR,9232,Operator
GAS WELL & PLANT OPERATOR,9232,Operator
OILFIELD OPERATOR,9232,Operator
CONTROL ROOM OPERATOR,9232,Operator
SENIOR PRODUCTION OPERATOR,9232,Operator
"LEAD PRODUCTION, PLANT OPERATOR",9232,Operator
SENIOR OPERATOR,9232,Operator
UNIT LEADER FOR TARSANDS UPGRADER,9232,Operator
LEAD TECHNICIAN -SULPHUR,9232,Operator
OILFIELD OPERATOR,9232,Operator
PLANT OPERATOR,9232,Operator
CONTROL ROOM OPERATOR,9232,Operator
CONTROL ROOM OPERATOR (OIL INDUSTRY),9232,Operator
CONTROL ROOM OPERATOR,9232,Operator
TECHNICAL SPECIALIST,9232,Operator
FIELD OPERATOR I,9232,Operator
PROCESS OPERATOR,9232,Operator
SENIOR SHIFT ENGINEER,9232,Operator
GAS PLANT OPERATOR,9232,Operator
GAS PLANT OPERATOR AND CONTRACTOR,9232,Operator
GAS AND OIL WELL OPERATOR,9232,Operator
"LEAD OPERATOR, PRODUCTION",9232,Operator
production operator,9232,Operator
OPERATION TECHNICIAN,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR IN OILSANDS SITE,9232,Operator
LEAD OPERATOR,9232,Operator
FIELD OPERATOR,9232,Operator
PRILL TOWER OPERATOR,9232,Operator
LEAD OPERATOR,9232,Operator
PRODUCTION OPERATOR,9232,Operator
"PRODUCTION OIL, GAS OPERATOR",9232,Operator
OIL AND GAS FIELD OPERATOR,9232,Operator
OPERATOR,9232,Operator
SUPERVISOR,9232,Operator
CHEMICAL BLEND TECHNICIAN,9232,Operator
CHEMICAL BLEND TECHNICIAN,9232,Operator
PRODUCTION OPERATOR,9232,Operator
OILFIELD PRODUCTION OPERATOR,9232,Operator
PRODUCTION OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
OILFIELD WELL SITE SUPERVISOR,9232,Operator
WELLSITE SUPERVISOR,9232,Operator
"OILFIELD CONSULTANT, WELL SITE SUPERVISOR",9232,Operator
PROCESS TECHNICIAN,9232,Operator
GAS WELLS OPERATOR,9232,Operator
GAS WELL OPERATOR,9232,Operator
CONTRACT OPERATOR,9232,Operator
THIRD YEAR OPERATOR,9232,Operator
2ND YEAR OPERATOR,9232,Operator
PRODUCTION OPERATOR,9232,Operator
OIL PRODUCTION OPERATOR,9232,Operator
PIPELINE OPERATOR,9232,Operator
WELL SERVICING WELLSITE SUPERVISOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR: IN AN OIL REFINERY,9232,Operator
PROCESS OPERATOR,9232,Operator
FIELD OPERATOR,9232,Operator
FIELD OPERATOR PLANT OPERATOR,9232,Operator
PROCESS OPERATOR (PETROLEUM),9232,Operator
PROCESS OPERATOR AT OIL UPGRADER,9232,Operator
FIELD OPERATOR,9232,Operator
GAS PLANT & FIELD OPERATOR,9232,Operator
OPERATOR LEVEL 5,9232,Operator
GAS PLANT OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
OPERATOR 3,9232,Operator
PROCESS OPERATOR,9232,Operator
REFINERY CONTROL ROOM OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
OPERATOR,9232,Operator
OPERATOR,9232,Operator
OIL AND GAS OPERATOR,9232,Operator
OIL AND GAS OPERATOR,9232,Operator
BATTERY OPERATOR,9232,Operator
CONTROL CENTRE OPERATOR,9232,Operator
CONTROL CENTRE OPERATOR,9232,Operator
GAS CONTROLLER,9232,Operator
GAS CONTROLLER,9232,Operator
OPERATOR,9232,Operator
PROCESS OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
OIL AND GAS CONSULTANT,9232,Operator
WELLSITE SUPERVISOR,9232,Operator
WELL SITE SUPERVISOR,9232,Operator
WELL SITE SUPERVISOR,9232,Operator
OPERATOR LEVEL 2,9232,Operator
OPERATOR #2,9232,Operator
"CONTROL ROOM OPERATOR,  SHIFT ENGINEER",9232,Operator
CONTROL ROOM OPERATOR SHIFT ENGINEER,9232,Operator
SENIOR OPERATOR,9232,Operator
BATTERY OPERATOR,9232,Operator
process operator,9232,Operator
PLANT MANAGER OIL AND GAS,9232,Operator
PLANT AND FIELD OPERATOR (GAS AND OIL),9232,Operator
SUPERVISOR,9232,Operator
FIELD OPERATOR,9232,Operator
GAS PLANT & FIELD OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
OPERATOR,9232,Operator
BATTERY OPERATOR 3,9232,Operator
"PROCESS OPERATOR, OIL PLANT",9232,Operator
FIELD OPERATOR,9232,Operator
SENIOR OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
GAUGER,9232,Operator
GAUGER,9232,Operator
WELL OPERATOR,9232,Operator
GAS WELL COMPLETIONS COORDINATOR,9232,Operator
plant operator,9232,Operator
PIPELINER,9232,Operator
PROCESS OPERATOR,9232,Operator
OPERATOR,9232,Operator
OPERATOR 5,9232,Operator
OPERATOR,9232,Operator
GAS PLANT OPERATOR,9232,Operator
COIL TUBING OPERATOR,9232,Operator
OILFIELD PRODUCTION OPERATOR,9232,Operator
gas plant operator,9232,Operator
CONTROL ROOM OPERATOR,9232,Operator
PRODUCTION OPERATOR,9232,Operator
OILFIELD PRODUCTION OPERATOR,9232,Operator
PRODUCTION OPERATOR,9232,Operator
CONTROL CENTRE OPERATOR,9232,Operator
GAS PRODUCTION FIELD OPERATOR,9232,Operator
GAS PRODUCTION OPERATOR,9232,Operator
OPERATOR OF OILFIELD AND OIL BATTERY,9232,Operator
FIELD OPERATOR,9232,Operator
FIELD SUPERVISOR,9232,Operator
GAS PLANT OPERATOR 1A,9232,Operator
OILFIELD OPERATOR,9232,Operator
OILFIELD OPERATOR,9232,Operator
OILFIELD OPERATOR,9232,Operator
OWNER-OPERATOR-MECHANIC,7321,Mechanic
SERVICELANE ATTENDANT,7321,Mechanic
"BUS FLEET ATTENDANT, MAINTENANCE",7321,Mechanic
AUTO TECH,7321,Mechanic
AUTO TECH,7321,Mechanic
AUTO TECH,7321,Mechanic
SHIPPER RECIEVER-MECHANIC,7321,Mechanic
"SERVICE TECHNICIAN -AUTOMOTIVE, MOTORCYCLE, SMALL ENGINE",7321,Mechanic
R.V. TECH,7321,Mechanic
TECHNICIAN,7321,Mechanic
TECHNICIAN,7321,Mechanic
JOURNEYMAN TRUCK TRAILER TECHNICIAN,7321,Mechanic
LUBE TECHNICIAN,7321,Mechanic
LUBE TECHNICIAN,7321,Mechanic
TECHNICIAN,7321,Mechanic
LUBE  BAY TECHNICIAN,7321,Mechanic
JOURNEYMAN RECREATIONAL VEHICLE TECHNICIAN,7321,Mechanic
SERVICE PROVIDER,7321,Mechanic
AUTO TECHNICIAN,7321,Mechanic
auto technician,7321,Mechanic
auto technician,7321,Mechanic
AUTO TECHNICIAN,7321,Mechanic
AUTO TECHNICIAN,7321,Mechanic
SELF EMPLOYED,7321,Mechanic
FLEET LINEUP ATTENDANT,7321,Mechanic
SERVICELANE ATTENDANT,7321,Mechanic
MOTOR POOL MECHANIC,7321,Mechanic
AUTOMOTIVE TECH,7321,Mechanic
"SERVICE ADVISOR, WARRANTY ADMINISTRATION",7321,Mechanic
SERVICE ADVISOR,7321,Mechanic
SERVICE CONSULTANT,7321,Mechanic
SERVICE ADVISOR,7321,Mechanic
SERVICE ADVISOR,7321,Mechanic
service consultant,7321,Mechanic
SERVICE LANE ATTENDANT,7321,Mechanic
AUTO MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC TECHNICIAN,7321,Mechanic
mechanic - partsman,7321,Mechanic
JOURNEYMAN MECHANIC,7321,Mechanic
JOURNEYMAN MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
mechanic,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
SELF EMPLOYED PART TIME MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
mechanic,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
SELF EMPLOYED MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
VEHICLE MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
ENGINE REPAIR,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
AUTOMOTIVE SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
AUTOMOBILE TECHNICIAN,7321,Mechanic
AUTO MECHANIC SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
LIGHT VEHICLE AUTOMOTIVE MECHANIC,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
TRANSMISSION TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
TECHNICIAN,7321,Mechanic
AUTOMOTIVE SERVICE TECHNICIAN,7321,Mechanic
SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
DIESEL TECHNICIAN AND MECHANIC,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
MOTOR MECHANIC,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
AUTO MECHANIC,7321,Mechanic
AUTOMOBILE SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
AUTO MECHANIC,7321,Mechanic
TRAILER MECHANIC,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
CAR AND TRUCK MECHANIC,7321,Mechanic
AUTOMOTIVE SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE SERVICE TECHNICIAN,7321,Mechanic
SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
MOTOR MECHANIC,7321,Mechanic
MOTOR MECHANIC (TECHNICIAN),7321,Mechanic
REPAIRING RADIATORS,7321,Mechanic
RADIATOR MECHANIC,7321,Mechanic
SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE SERVICE,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
TECHNICIAN,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
SERVICE TECHNICIAN,7321,Mechanic
AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
MOTOR VEHICLE SPECIALIST,7321,Mechanic
AUTOMOBILE MECHANIC,7321,Mechanic
AUTOMOTIVE MECHANIC,7321,Mechanic
AUTOMOBILE MECHANIC,7321,Mechanic
CERTIFIED AUTOMOTIVE TECHNICIAN,7321,Mechanic
AUTO MECHANIC,7321,Mechanic
AUTO BODY TECHNICIAN,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
MECHANIC,7321,Mechanic
RECREATIONAL VEHICLE TECH,7321,Mechanic
RECREATIONAL VEHICLE SERVICE TECHNICIAN,7321,Mechanic
VEHICLE TECHNICIAN,7321,Mechanic
RECREATIONAL VEHICLE TECHNICIAN,7321,Mechanic
BUS MAINTENANCE,7321,Mechanic
MAINTENANCE WORKER,7321,Mechanic
TIRE LUBE EXPRESS TECHNICIAN,7321,Mechanic
AUTOMOBILE TECHNICIAN,7321,Mechanic
"FLEET LINE UP ATTENDANT, CTRAIN OPERATIONS",7321,Mechanic
MAINTENANCE,7321,Mechanic
MAINTENANCE,7321,Mechanic
TRANSIT MECHANIC,7321,Mechanic
AUTOMOTIVE REPAIR TECHNICIAN,7321,Mechanic
AUTOMOTIVE REPAIR TECHNICIAN,7321,Mechanic
AUTO REPAIR TECHNICIAN,7321,Mechanic
MECHANICS HELPER,7321,Mechanic
AUTO MECHANIC,7321,Mechanic
AUTO MECHANIC,7321,Mechanic
AUTO MECHANIC,7321,Mechanic
AUTO MECHANIC,7321,Mechanic
AUTO MECHANIC,7321,Mechanic
CARMAN,7321,Mechanic
OIL CHANGE TECHNICIAN,7321,Mechanic
STRIPPER (STANDARD TRANSMISSIONS),7321,Mechanic
MAINTENANCE PLANNER AUTOMOTIVE & SUPPORT EQUIPMENT,7321,Mechanic
LEAD MECHANIC,7321,Mechanic
DOMESTIC ENGINEER,6731,Housekeeper
DOMESTIC ENGINEER,6731,Housekeeper
"LABOUR,  HOUSEKEEPING",6731,Housekeeper
SUPPORT SERVICES,6731,Housekeeper
"DAY PORTER, CLEANING",6731,Housekeeper
"CLEANING, JANITORIAL",6731,Housekeeper
"CLEANING, HOUSEKEEPING",6731,Housekeeper
HOUSE KEEPING,6731,Housekeeper
ENVIRONMENTAL SERVICES,6731,Housekeeper
EVENING HOUSEKEEPING,6731,Housekeeper
PROFESSIONAL HOUSEKEEPER,6731,Housekeeper
ENVIRONMENTAL SERVICES,6731,Housekeeper
"HOUSEKEEPING, LAUNDRY",6731,Housekeeper
"HOUSEKEEPING, LAUNDRY WORKING",6731,Housekeeper
ENVIRONMENTAL SERVICES,6731,Housekeeper
HOUSE KEEPING,6731,Housekeeper
"HOUSEKEEPING, ENVIRONMENTAL SERVICES",6731,Housekeeper
ENVIRONMENT SERVICES,6731,Housekeeper
ENVIRONMENTAL SERVICES,6731,Housekeeper
CUSTOMER SERVICE,6731,Housekeeper
HOSPITAL BUILDING MAINTENANCE WORKER,6731,Housekeeper
"OFFICE ASSISTANT,  CLEANER,",6731,Housekeeper
HOSPITAL MAINTENANCE WORKER,6731,Housekeeper
PROFESSIONAL HOUSE CLEANER,6731,Housekeeper
FRONT HOUSE STAFF,6731,Housekeeper
DOMESTICS,6731,Housekeeper
HOUSEKEEPER NIGHT STAFF (CASUAL),6731,Housekeeper
SERVICE AID,6731,Housekeeper
SELF EMPLOYED HOUSE CLEANING WORK,6731,Housekeeper
HOUSEKEEPING STAFF,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
"HOUSEKEEPER, JANITOR",6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
"HOUSEKEEPER, ORGANIZER",6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
house keeper,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
"HOMEMAKER, cleaner",6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
HOUSEKEEPING,6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
housekeeper,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
ATTENDANT AND HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSE KEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
PRIVATE HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER (SELF EMPLOYED),6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
Housekeeper,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
"housekeeper, food court",6731,Housekeeper
HOUSEKEEPER,6731,Housekeeper
